#	Table of MdC to Unicode equivalence
#	MdC here is really "JSesh" MdC.
#	In some cases, "non MdC" means that the sign has no
#	real MdC equivalent (for instance groups).
#	Comments :
#	L3 +s-L3-+l: the MdC orientation is wrong, correct should be +s-L3\R180-+l. We will however keep the wrong orientation,
#	for backward compatibility.
#	Structure : 
#	1st column+s-+l JSesh glyph code (using additional glyphs when necessary)
#	2nd column+s-+l Unicode equivalent
#	3rd column +s-+lUnicode position
#	4th column +s-+lPossible MdC equivalent when the sign is in fact a group.
US1V20FEXTU	V020f	0x1338C	10\50*10\50*10\50*10\50:.\1*10\50*10\50*10\50*.\1	
US1V20GEXTU	V020g	0x1338D	10*10*10*10:10*10*10*10	
US1V20HEXTU	V020h	0x1338E	10*10*10:10*10*10:10*10*10	
20	V020i	0x1338F	
30	V020j	0x13390	
40	V020k	0x13391	
50	V020l	0x13392	
V21	V021	0x13393	
V22	V022	0x13394	
V23	V023	0x13395	
V23A	V023a	0x13396	
V24	V024	0x13397	
V25	V025	0x13398	
V26	V026	0x13399	
V27	V027	0x1339A	
V28	V028	0x1339B	
V71	V028a	0x1339C	
V29	V029	0x1339D	
V81	V029a	0x1339E	
V30	V030	0x1339F	
nb	V030a	0x133A0	
V31	V031	0x133A1	
V31A	V031a	0x133A2	
V32	V032	0x133A3	
V33	V033	0x133A4	
US1V33AEXTU	V033a	0x133A5	
V34	V034	0x133A6	
V35	V035	0x133A7	
V36	V036	0x133A8	
V37	V037	0x133A9	
F143A	V037a	0x133AA	
V38	V038	0x133AB	
V39	V039	0x133AC	
V20h	V040	0x133AD	
US1V40AEXTU	V040a	0x133AE	V20h-V20h	
W1	W001	0x133AF	
W2	W002	0x133B0	
W3	W003	0x133B1	
W3	W003a	0x133B2	
W4	W004	0x133B3	
W5	W005	0x133B4	
W6	W006	0x133B5	
W7	W007	0x133B6	
W8	W008	0x133B7	
W9	W009	0x133B8	
W9R	W009a	0x133B9	
W10	W010	0x133BA	
W10A	W010a	0x133BB	
W11	W011	0x133BC	
W12	W012	0x133BD	
W13	W013	0x133BE	
W14	W014	0x133BF	
US1W14AEXTU	W014a	0x133C0	H*W14:z	
W15	W015	0x133C1	
W16	W016	0x133C2	
W17	W017	0x133C3	
US22W17BVARE	W017a	0x133C4	
W18	W018	0x133C5	
US22W17BVARD	W018a	0x133C6	
W19	W019	0x133C7	
W20	W020	0x133C8	
W21	W021	0x133C9	
W22	W022	0x133CA	
W23	W023	0x133CB	
W24	W024	0x133CC	
US1W24AEXTU	W024a	0x133CD	nw*nw*nw	
W25	W025	0x133CE	
X1	X001	0x133CF	
X2	X002	0x133D0	
X3	X003	0x133D1	
X4	X004	0x133D2	
X4A	X004a	0x133D3	
N18	X004b	0x133D4	
X5	X005	0x133D5	
X6	X006	0x133D6	
US1X6AEXTU	X006a	0x133D7	
X7	X007	0x133D8	
X8	X008	0x133D9	
M44	X008a	0x133DA	
Y1	Y001	0x133DB	
Y1v	Y001a	0x133DC	
Y2	Y002	0x133DD	
Y3	Y003	0x133DE	
Y4	Y004	0x133DF	
Y5	Y005	0x133E0	
Y6	Y006	0x133E1	
Y7	Y007	0x133E2	
Y8	Y008	0x133E3	
Z1	Z001	0x133E4	
Z2	Z002	0x133E5	
US1Z2AEXTU	Z002a	0x133E6	1*1*1	
N33A	Z002b	0x133E7	
Z2A	Z002c	0x133E8	
Z2B	Z002d	0x133E9	
Z3	Z003	0x133EA	
Z3A	Z003a	0x133EB	
N33AV	Z003b	0x133EC	
Z4	Z004	0x133ED	
Z4A	Z004a	0x133EE	
Z5	Z005	0x133EF	
Ff203	Z005a	0x133F0	
Z6	Z006	0x133F1	
Z7	Z007	0x133F2	
Z8	Z008	0x133F3	
Z9	Z009	0x133F4	
Z10	Z010	0x133F5	
Z11	Z011	0x133F6	
Z12	Z012	0x133F7	
US1Z13EXTU	Z013	0x133F8	
Ff1	Z014	0x133F9	
Ff301	Z015	0x133FA	
Ff302	Z015a	0x133FB	
Ff303	Z015b	0x133FC	
Ff304	Z015c	0x133FD	
US1Z15DEXTU	Z015d	0x133FE	1*1*1:.\1*1*1*.\1	
US1Z15EEXTU	Z015e	0x133FF	1*1*1:1*1*1
US1Z15FEXTU	Z015f	0x13400	1*1*1*1:.\1*1*1*1*.\1	
US1Z15GEXTU	Z015g	0x13401	1*1*1*1:1*1*1*1	
US1Z15HEXTU	Z015h	0x13402	1*1*1:1*1*1:1*1*1		
5	Z015i	0x13403	
Z1A	Z016	0x13404	
Z4B	Z016a	0x13405	
US1Z16BEXTU	Z016b	0x13406	Z1A:Z1A:Z1A	
US1Z16CEXTU	Z016c	0x13407	Z1A:Z1A:Z1A:Z1A	
US1Z16DEXTU	Z016d	0x13408	Z1A:Z1A:Z1A-.\1:Z1A:Z1A:.\1	
US1Z16EEXTU	Z016e	0x13409	Z1A:Z1A:Z1A-Z1A:Z1A:Z1A	
US1Z16FEXTU	Z016f	0x1340A	Z1A:Z1A:Z1A:Z1A-.\1:Z1A:Z1A:Z1A:.\1	
US1Z16GEXTU	Z016g	0x1340B	Z1A:Z1A:Z1A:Z1A-Z1A:Z1A:Z1A:Z1A	
US1Z16HEXTU	Z016h	0x1340C	Z1A:Z1A:Z1A-Z1A:Z1A:Z1A-Z1A:Z1A:Z1A	
Aa1	Aa001	0x1340D	
Aa2	Aa002	0x1340E	
Aa3	Aa003	0x1340F	
Aa4	Aa004	0x13410	
Aa5	Aa005	0x13411	
Aa6	Aa006	0x13412	
Aa7	Aa007	0x13413	
US1Aa7AEXTU	Aa007a	0x13414	
Aa7B	Aa007b	0x13415	
Aa8	Aa008	0x13416	
Aa9	Aa009	0x13417	
Aa10	Aa010	0x13418	
Aa11	Aa011	0x13419	
Aa12	Aa012	0x1341A	
Aa13	Aa013	0x1341B	
Aa14	Aa014	0x1341C	
Aa15	Aa015	0x1341D	
Aa16	Aa016	0x1341E	
Aa17	Aa017	0x1341F	
Aa18	Aa018	0x13420	
Aa19	Aa019	0x13421	
Aa20	Aa020	0x13422	
Aa21	Aa021	0x13423	
Aa22	Aa022	0x13424	
Aa23	Aa023	0x13425	
Aa24	Aa024	0x13426	
Aa25	Aa025	0x13427	
Aa26	Aa026	0x13428	
Aa27	Aa027	0x13429	
Aa28	Aa028	0x1342A	
Aa29	Aa029	0x1342B	
Aa30	Aa030	0x1342C	
Aa31	Aa031	0x1342D	
Aa32	Aa032	0x1342E	
